Timestamp,Player ID,Tag,Time
10/8/2022 18:45:58,638008380431898,lv0-start,638008515575231
10/8/2022 18:46:07,638008380431898,lv0-item-redcube,638008515668920
10/8/2022 18:46:12,638008380431898,lv0-item-redcube,638008515723151
10/8/2022 18:46:37,638008380431898,lv0-item-bluecube,638008515973296
10/8/2022 18:46:38,638008380431898,lv0-item-bluecube,638008515975293
10/8/2022 18:46:38,638008380431898,lv0-item-bluecube,638008515977911
10/8/2022 18:46:38,638008380431898,lv0-item-bluecube,638008515980494
10/8/2022 18:46:43,638008380431898,lv0-success,638008516024499
10/8/2022 18:46:46,638008380431898,lv0-quit,638008516062388
10/8/2022 18:46:46,638008380431898,lv0-start,638008516062928
10/8/2022 18:46:48,638008380431898,lv0-settings,638008516077549
10/8/2022 18:46:50,638008380431898,lv0-resume,638008516095488
10/8/2022 18:46:50,638008380431898,lv0-settings,638008516101480
10/8/2022 18:46:52,638008380431898,lv0-quit,638008516114298
10/8/2022 18:46:54,638008380431898,lv1-start,638008516139781
10/8/2022 18:47:03,638008380431898,lv1-item-redcube,638008516225660
10/8/2022 18:47:03,638008380431898,lv1-item-redcube,638008516231064
10/8/2022 18:47:04,638008380431898,lv1-item-redcube,638008516240087
10/8/2022 18:49:36,638008380431898,lv1-start,638008517754986
10/8/2022 18:49:45,638008380431898,lv1-item-redcube,638008517845322
10/8/2022 18:49:45,638008380431898,lv1-settings,638008517852298
10/8/2022 18:49:48,638008380431898,lv1-quit,638008517874800
10/8/2022 18:49:50,638008380431898,lv1-start,638008517897783
10/8/2022 18:49:55,638008380431898,lv1-settings,638008517946985
10/8/2022 18:49:56,638008380431898,lv1-quit,638008517958082
10/8/2022 18:49:59,638008380431898,lv2-start,638008517992587
10/8/2022 18:50:08,638008380431898,lv2-item-redcube,638008518076801
10/8/2022 18:50:08,638008380431898,lv2-item-redcube,638008518082990
10/8/2022 18:50:09,638008380431898,lv2-item-redcube,638008518089000
10/8/2022 18:50:15,638008380431898,lv2-settings,638008518147790
10/8/2022 18:50:16,638008380431898,lv2-quit,638008518161049
10/8/2022 18:50:16,638008380431898,lv2-start,638008518162574
10/8/2022 18:50:32,638008380431898,lv2-item-key,638008518317866
10/8/2022 18:50:33,638008380431898,lv2-item-bluecube,638008518328672
10/8/2022 18:50:35,638008380431898,lv2-item-redcube,638008518348856
10/8/2022 18:50:37,638008380431898,lv2-item-redcube,638008518365874
10/8/2022 18:50:38,638008380431898,lv2-settings,638008518376661
10/8/2022 18:50:40,638008380431898,lv2-quit,638008518396656
10/8/2022 18:50:40,638008380431898,lv2-start,638008518398389
10/8/2022 18:50:51,638008380431898,lv2-item-redcube,638008518509385
10/8/2022 18:50:57,638008380431898,lv2-item-redcube,638008518564578
10/8/2022 18:51:01,638008380431898,lv2-cp-2,638008518605779
10/8/2022 18:51:15,638008380431898,lv2-item-redcube,638008518741578
10/8/2022 18:51:17,638008380431898,lv2-item-key,638008518773777
10/8/2022 18:51:20,638008380431898,lv2-item-bluecube,638008518796781
10/8/2022 18:51:38,638008380431898,lv2-death,638008518974359
